PREFE,CNA_COD,Column1,_1,_2,_3,CNA_NUMERO,_4,_5,_6,_7,_8,CNA_NOME
PM_MAGE,101671,23206,Fabricação de cimento                                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101672,2320600,Fabricação de cimento                                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101673,233,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101674,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101675,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda                                                                                                                                                                                                                          ",,,,,,,,,
PM_MAGE,101676,2330302,Fabricação de artefatos de cimento para uso na construção                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101677,2330303,Fabricação de artefatos de fibrocimento para uso na construção                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,101678,2330304,Fabricação de casas pré-moldadas de concreto                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,101679,2330305,Preparação de massa de concreto e argamassa para construção                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,101680,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,101681,234,Fabricação de produtos cerâmicos                                                                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101682,23419,Fabricação de produtos cerâmicos refratários                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,101683,2341900,Fabricação de produtos cerâmicos refratários                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,101684,23427,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101685,2342701,Fabricação de azulejos e pisos                                                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,101686,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos                                                                                                                                                                                                          ",,,,,,,,,
PM_MAGE,101687,23494,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101688,2349401,Fabricação de material sanitário de cerâmica                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,101689,2349499,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101690,239,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos                                                                                                                                                                                                                           ,,,,,,,,,
PM_MAGE,101691,23915,Aparelhamento e outros trabalhos em pedras                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,101692,2391501,"Britamento de pedras, exceto associado à extração                                                                                                                                                                                                                                                           ",,,,,,,,,
PM_MAGE,101693,2391502,"Aparelhamento de pedras para construção, exceto associado à extração                                                                                                                                                                                                                                        ",,,,,,,,,
PM_MAGE,101694,2391503,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras                                                                                                                                                                                                                ",,,,,,,,,
PM_MAGE,101695,23923,Fabricação de cal e gesso                                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101696,2392300,Fabricação de cal e gesso                                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101697,23991,Fabricação de produtos de minerais não-metálicos não especificados anteriormente                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101698,2399101,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal                                                                                                                                                                                                         ",,,,,,,,,
PM_MAGE,101699,2399102,Fabricação de abrasivos                                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101700,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101701,24,METALURGIA                                                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,101702,241,Produção de ferro-gusa e de ferroligas                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,101703,24113,Produção de ferro-gusa                                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,101704,2411300,Produção de ferro-gusa                                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,101705,24121,Produção de ferroligas                                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,101706,2412100,Produção de ferroligas                                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,101707,242,Siderurgia                                                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,101708,24211,Produção de semi-acabados de aço                                                                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101709,2421100,Produção de semi-acabados de aço                                                                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101710,24229,Produção de laminados planos de aço                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,101711,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não                                                                                                                                                                                                                                           ",,,,,,,,,
PM_MAGE,101712,2422902,Produção de laminados planos de aços especiais                                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,101713,24237,Produção de laminados longos de aço                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,101714,2423701,Produção de tubos de aço sem costura                                                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,101715,2423702,"Produção de laminados longos de aço, exceto tubos                                                                                                                                                                                                                                                           ",,,,,,,,,
PM_MAGE,101716,24245,"Produção de relaminados, trefilados e perfilados de aço                                                                                                                                                                                                                                                     ",,,,,,,,,
PM_MAGE,101717,2424501,Produção de arames de aço                                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101718,2424502,"Produção de relaminados, trefilados e perfilados de aço, exceto arames                                                                                                                                                                                                                                      ",,,,,,,,,
PM_MAGE,101719,243,"Produção de tubos de aço, exceto tubos sem costura                                                                                                                                                                                                                                                          ",,,,,,,,,
PM_MAGE,101720,24318,Produção de tubos de aço com costura                                                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,101721,2431800,Produção de tubos de aço com costura                                                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,101722,24393,Produção de outros tubos de ferro e aço                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101723,2439300,Produção de outros tubos de ferro e aço                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101724,244,Metalurgia dos metais não-ferrosos                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101725,24415,Metalurgia do alumínio e suas ligas                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,101726,2441501,Produção de alumínio e suas ligas em formas primárias                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101727,2441502,Produção de laminados de alumínio                                                                                                                                                                                                                                                                           ,,,,,,,,,
PM_MAGE,101728,24423,Metalurgia dos metais preciosos                                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,101729,2442300,Metalurgia dos metais preciosos                                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,101730,24431,Metalurgia do cobre                                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,101731,2443100,Metalurgia do cobre                                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,101732,24491,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,101733,2449101,Produção de zinco em formas primárias                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101734,2449102,Produção de laminados de zinco                                                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,101735,2449103,Fabricação de ânodos para galvanoplastia                                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,101736,2449199,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101737,245,Fundição                                                                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,101738,24512,Fundição de ferro e aço                                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101739,2451200,Fundição de ferro e aço                                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101740,24521,Fundição de metais não-ferrosos e suas ligas                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,101741,2452100,Fundição de metais não-ferrosos e suas ligas                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,101742,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS                                                                                                                                                                                                                                             ",,,,,,,,,
PM_MAGE,101743,251,Fabricação de estruturas metálicas e obras de caldeiraria pesada                                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101744,25110,Fabricação de estruturas metálicas                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101745,2511000,Fabricação de estruturas metálicas                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101746,25128,Fabricação de esquadrias de metal                                                                                                                                                                                                                                                                           ,,,,,,,,,
PM_MAGE,101747,2512800,Fabricação de esquadrias de metal                                                                                                                                                                                                                                                                           ,,,,,,,,,
PM_MAGE,101748,25136,Fabricação de obras de caldeiraria pesada                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101749,2513600,Fabricação de obras de caldeiraria pesada                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101750,252,"Fabricação de tanques, reservatórios metálicos e caldeiras                                                                                                                                                                                                                                                  ",,,,,,,,,
PM_MAGE,101751,25217,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central                                                                                                                                                                                                                         ",,,,,,,,,
PM_MAGE,101752,2521700,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central                                                                                                                                                                                                                         ",,,,,,,,,
PM_MAGE,101753,25225,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,101754,2522500,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,101755,253,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101756,2539000,"Serviços de usinagem, solda, tratamento e revestimento em metais                                                                                                                                                                                                                                            ",,,,,,,,,
PM_MAGE,101757,25314,Produção de forjados de aço e de metais não-ferrosos e suas ligas                                                                                                                                                                                                                                           ,,,,,,,,,
PM_MAGE,101758,2531401,Produção de forjados de aço                                                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,101759,2531402,Produção de forjados de metais não-ferrosos e suas ligas                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,101760,25322,"Produção de artefatos estampados de metal, metalurgia do pó                                                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,101761,2532201,Produção de artefatos estampados de metal                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101762,2532202,Metalurgia do pó                                                                                                                                                                                                                                                                                            ,,,,,,,,,
PM_MAGE,101763,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais                                                                                                                                                                                                                                            ",,,,,,,,,
PM_MAGE,101764,2539001,"Serviços de usinagem, tornearia e solda                                                                                                                                                                                                                                                                     ",,,,,,,,,
PM_MAGE,101765,2539002,Serviços de tratamento e revestimento em metais                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,101766,254,"Fabricação de artigos de cutelaria, de serralheria e ferramentas                                                                                                                                                                                                                                            ",,,,,,,,,
PM_MAGE,101767,25411,Fabricação de artigos de cutelaria                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101768,2541100,Fabricação de artigos de cutelaria                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101769,25420,"Fabricação de artigos de serralheria, exceto esquadrias                                                                                                                                                                                                                                                     ",,,,,,,,,
PM_MAGE,101770,2542000,"Fabricação de artigos de serralheria, exceto esquadrias                                                                                                                                                                                                                                                     ",,,,,,,,,
PM_MAGE,101771,25438,Fabricação de ferramentas                                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101772,2543800,Fabricação de ferramentas                                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101773,255,"Fabricação de equipamento bélico pesado, armas e munições                                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101774,25501,"Fabricação de equipamento bélico pesado, armas e munições                                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101775,2550101,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate                                                                                                                                                                                                                               ",,,,,,,,,
PM_MAGE,101776,2550102,"Fabricação de armas de fogo, outras armas e munições                                                                                                                                                                                                                                                        ",,,,,,,,,
PM_MAGE,101777,259,Fabricação de produtos de metal não especificados anteriormente                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,101778,25918,Fabricação de embalagens metálicas                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101779,2591800,Fabricação de embalagens metálicas                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101780,25926,Fabricação de produtos de trefilados de metal                                                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,101781,2592601,Fabricação de produtos de trefilados de metal padronizados                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,101782,2592602,"Fabricação de produtos de trefilados de metal, exceto padronizados                                                                                                                                                                                                                                          ",,,,,,,,,
PM_MAGE,101783,25934,Fabricação de artigos de metal para uso doméstico e pessoal                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,101784,2593400,Fabricação de artigos de metal para uso doméstico e pessoal                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,101785,25993,Fabricação de produtos de metal não especificados anteriormente                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,101786,2599301,Serviços de confecção de armações metálicas para a construção                                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,101787,2599302,Serviço de corte e dobra de metais                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,101788,2599399,Fabricação de outros produtos de metal não especificados anteriormente                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,101789,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101790,261,Fabricação de componentes eletrônicos                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101791,26108,Fabricação de componentes eletrônicos                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101792,2610800,Fabricação de componentes eletrônicos                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,101793,262,Fabricação de equipamentos de informática e periféricos                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101794,26213,Fabricação de equipamentos de informática                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101795,2621300,Fabricação de equipamentos de informática                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101796,26221,Fabricação de periféricos para equipamentos de informática                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,101797,2622100,Fabricação de periféricos para equipamentos de informática                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,101798,263,Fabricação de equipamentos de comunicação                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,101799,26311,Fabricação de equipamentos transmissores de comunicação                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,101800,2631100,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios                                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,101801,26329,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,101802,2632900,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios                                                                                                                                                                                                             ",,,,,,,,,
PM_MAGE,101803,264,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,101804,26400,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo                                                                                                                                                                                                                   ",,,,,,,,,
