PREFE,CNA_COD,Column1,_1,_2,_3,CNA_NUMERO,_4,_5,_6,_7,_8,CNA_NOME
PM_MAGE,102448,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados                                                                                                                                                                                      ",,,,,,,,,
PM_MAGE,102449,4711301,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados                                                                                                                                                                                                      ",,,,,,,,,
PM_MAGE,102450,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados                                                                                                                                                                                                      ",,,,,,,,,
PM_MAGE,102451,47121,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns                                                                                                                                                                                ",,,,,,,,,
PM_MAGE,102452,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns                                                                                                                                                                                ",,,,,,,,,
PM_MAGE,102453,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios                                                                                                                                                                                                                      ",,,,,,,,,
PM_MAGE,102454,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines                                                                                                                                                                                                                                             ",,,,,,,,,
PM_MAGE,102455,4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)                                                                                                                                                                                                                                       ",,,,,,,,,
PM_MAGE,102456,4713005,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres                                                                                                                                                                                                                                  ",,,,,,,,,
PM_MAGE,102457,472,"Comércio varejista de produtos alimentícios, bebidas e fumo                                                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,102458,47211,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes                                                                                                                                                                                                                            ",,,,,,,,,
PM_MAGE,102459,4721102,Padaria e confeitaria com predominância de revenda                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,102460,4721103,Comércio varejista de laticínios e frios                                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,102461,4721104,"Comércio varejista de doces, balas, bombons e semelhantes                                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,102462,47229,Comércio varejista de carnes e pescados - açougues e peixarias                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,102463,4722901,Comércio varejista de carnes - açougues                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102464,4722902,Peixaria                                                                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,102465,47237,Comércio varejista de bebidas                                                                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102466,4723700,Comércio varejista de bebidas                                                                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102467,47245,Comércio varejista de hortifrutigranjeiros                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102468,4724500,Comércio varejista de hortifrutigranjeiros                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102469,47296,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente, produtos do fumo                                                                                                                                                            ",,,,,,,,,
PM_MAGE,102470,4729601,Tabacaria                                                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,102471,4729602,Comércio varejista de mercadorias em lojas de conveniência                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102472,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,102473,473,Comércio varejista de combustíveis para veículos automotores                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102474,47318,Comércio varejista de combustíveis para veículos automotores                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102475,4731800,Comércio varejista de combustíveis para veículos automotores                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102476,47326,Comércio varejista de lubrificantes                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,102477,4732600,Comércio varejista de lubrificantes                                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,102478,4751200,Comércio varejista especializado de equipamentos e suprimentos de informática                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102479,474,Comércio varejista de material de construção                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102480,47415,Comércio varejista de tintas e materiais para pintura                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,102481,4741500,Comércio varejista de tintas e materiais para pintura                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,102482,47423,Comércio varejista de material elétrico                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102483,4742300,Comércio varejista de material elétrico                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102484,47431,Comércio varejista de vidros                                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102485,4743100,Comércio varejista de vidros                                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102486,47440,"Comércio varejista de ferragens, madeira e materiais de construção                                                                                                                                                                                                                                          ",,,,,,,,,
PM_MAGE,102487,4744001,Comércio varejista de ferragens e ferramentas                                                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102488,4744002,Comércio varejista de madeira e artefatos                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,102489,4744003,Comércio varejista de materiais hidráulicos                                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102490,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas                                                                                                                                                                                                                                           ",,,,,,,,,
PM_MAGE,102491,4744005,Comércio varejista de materiais de construção não especificados anteriormente                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102492,4744006,Comércio varejista de pedras para revestimento                                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,102493,4744099,Comércio varejista de materiais de construção em geral                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102494,475,"Comércio varejista de equipamentos de informática e comunicação, equipamentos e artigos de uso doméstico                                                                                                                                                                                                    ",,,,,,,,,
PM_MAGE,102495,47512,Comércio varejista especializado de equipamentos e suprimentos de informática                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102496,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102497,4751202,Recarga de cartuchos para equipamentos de informática                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,102498,47521,Comércio varejista especializado de equipamentos de telefonia e comunicação                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102499,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102500,47539,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,102501,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,102502,47547,"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação                                                                                                                                                                                                                              ",,,,,,,,,
PM_MAGE,102503,4754701,Comércio varejista de móveis                                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102504,4754702,Comércio varejista de artigos de colchoaria                                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102505,4754703,Comércio varejista de artigos de iluminação                                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102506,47555,"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho                                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,102507,4755501,Comércio varejista de tecidos                                                                                                                                                                                                                                                                               ,,,,,,,,,
PM_MAGE,102508,4755502,Comercio varejista de artigos de armarinho                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102509,4755503,"Comercio varejista de artigos de cama, mesa e banho                                                                                                                                                                                                                                                         ",,,,,,,,,
PM_MAGE,102510,47563,Comércio varejista especializado de instrumentos musicais e acessórios                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102511,4756300,Comércio varejista especializado de instrumentos musicais e acessórios                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102512,47571,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação                                                                                                                                                                ",,,,,,,,,
PM_MAGE,102513,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação                                                                                                                                                                ",,,,,,,,,
PM_MAGE,102514,47598,Comércio varejista de artigos de uso doméstico não especificados anteriormente                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,102515,4759801,"Comércio varejista de artigos de tapeçaria, cortinas e persianas                                                                                                                                                                                                                                            ",,,,,,,,,
PM_MAGE,102516,4759899,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,102517,476,"Comércio varejista de artigos culturais, recreativos e esportivos                                                                                                                                                                                                                                           ",,,,,,,,,
PM_MAGE,102518,47610,"Comércio varejista de livros, jornais, revistas e papelaria                                                                                                                                                                                                                                                 ",,,,,,,,,
PM_MAGE,102519,4761001,Comércio varejista de livros                                                                                                                                                                                                                                                                                ,,,,,,,,,
PM_MAGE,102520,4761002,Comércio varejista de jornais e revistas                                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,102521,4761003,Comércio varejista de artigos de papelaria                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102522,47628,"Comércio varejista de discos, CDs, DVDs e fitas                                                                                                                                                                                                                                                             ",,,,,,,,,
PM_MAGE,102523,4762800,"Comércio varejista de discos, CDs, DVDs e fitas                                                                                                                                                                                                                                                             ",,,,,,,,,
PM_MAGE,102524,47636,Comércio varejista de artigos recreativos e esportivos                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102525,4763601,Comércio varejista de brinquedos e artigos recreativos                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102526,4763602,Comércio varejista de artigos esportivos                                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,102527,4763603,"Comércio varejista de bicicletas e triciclos, peças e acessórios                                                                                                                                                                                                                                            ",,,,,,,,,
PM_MAGE,102528,4763604,"Comércio varejista de artigos de caça, pesca e camping                                                                                                                                                                                                                                                      ",,,,,,,,,
PM_MAGE,102529,4763605,"Comércio varejista de embarcações e outros veículos recreativos, peças e acessórios                                                                                                                                                                                                                         ",,,,,,,,,
PM_MAGE,102530,477,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos                                                                                                                                                                                              ",,,,,,,,,
PM_MAGE,102531,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102532,4771701,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,102533,4771702,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,102534,4771703,Comércio varejista de produtos farmacêuticos homeopáticos                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,102535,4771704,Comércio varejista de medicamentos veterinários                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,102536,47725,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal                                                                                                                                                                                                                               ",,,,,,,,,
PM_MAGE,102537,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal                                                                                                                                                                                                                               ",,,,,,,,,
PM_MAGE,102538,47733,Comércio varejista de artigos médicos e ortopédicos                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,102539,4773300,Comércio varejista de artigos médicos e ortopédicos                                                                                                                                                                                                                                                         ,,,,,,,,,
PM_MAGE,102540,47741,Comércio varejista de artigos de óptica                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102541,4774100,Comércio varejista de artigos de óptica                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102542,478,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,102543,47814,Comércio varejista de artigos do vestuário e acessórios                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102544,4781400,Comércio varejista de artigos do vestuário e acessórios                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102545,47822,Comércio varejista de calçados e artigos de viagem                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,102546,4782201,Comércio varejista de calçados                                                                                                                                                                                                                                                                              ,,,,,,,,,
PM_MAGE,102547,4782202,Comércio varejista de artigos de viagem                                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102548,47831,Comércio varejista de jóias e relógios                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102549,4783101,Comércio varejista de artigos de joalheria                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102550,4783102,Comércio varejista de artigos de relojoaria                                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102551,47849,Comércio varejista de gás liqüefeito de petróleo (GLP)                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102552,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102553,47857,Comércio varejista de artigos usados                                                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,102554,4785701,Comércio varejista de antigüidades                                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,102555,4785799,Comércio varejista de outros artigos usados                                                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102556,47890,Comércio varejista de outros produtos novos não especificados anteriormente                                                                                                                                                                                                                                 ,,,,,,,,,
PM_MAGE,102557,4789001,"Comércio varejista de suvenires, bijuterias e artesanatos                                                                                                                                                                                                                                                   ",,,,,,,,,
PM_MAGE,102558,4789002,Comércio varejista de plantas e flores naturais                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,102559,4789003,Comércio varejista de objetos de arte                                                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,102560,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102561,4789005,Comércio varejista de produtos saneantes domissanitários                                                                                                                                                                                                                                                    ,,,,,,,,,
PM_MAGE,102562,4789006,Comércio varejista de fogos de artifício e artigos pirotécnicos                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,102563,4789007,Comércio varejista de equipamentos para escritório                                                                                                                                                                                                                                                          ,,,,,,,,,
PM_MAGE,102564,4789008,Comércio varejista de artigos fotográficos e para filmagem                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102565,4789009,Comércio varejista de armas e munições                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102566,4789099,Comércio varejista de outros produtos não especificados anteriormente                                                                                                                                                                                                                                       ,,,,,,,,,
PM_MAGE,102567,479,Comércio ambulante e outros tipos de comércio varejista                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102568,47903,Comércio ambulante e outros tipos de comércio varejista                                                                                                                                                                                                                                                     ,,,,,,,,,
PM_MAGE,102569,49,TRANSPORTE TERRESTRE                                                                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,102570,491,Transporte ferroviário e metroferroviário                                                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,102571,49116,Transporte ferroviário de carga                                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,102572,4911600,Transporte ferroviário de carga                                                                                                                                                                                                                                                                             ,,,,,,,,,
PM_MAGE,102573,49124,Transporte metroferroviário de passageiros                                                                                                                                                                                                                                                                  ,,,,,,,,,
PM_MAGE,102574,4912401,Transporte ferroviário de passageiros intermunicipal e interestadual                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,102575,4912402,Transporte ferroviário de passageiros municipal e em região metropolitana                                                                                                                                                                                                                                   ,,,,,,,,,
PM_MAGE,102576,4912403,Transporte metroviário                                                                                                                                                                                                                                                                                      ,,,,,,,,,
PM_MAGE,102577,492,Transporte rodoviário de passageiros                                                                                                                                                                                                                                                                        ,,,,,,,,,
PM_MAGE,102578,49213,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana                                                                                                                                                                                                     ",,,,,,,,,
PM_MAGE,102579,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal                                                                                                                                                                                                                               ",,,,,,,,,
PM_MAGE,102580,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana                                                                                                                                                                                                  ",,,,,,,,,
PM_MAGE,102581,49221,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional                                                                                                                                                                                           ",,,,,,,,,
PM_MAGE,102582,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana                                                                                                                                                                                          ",,,,,,,,,
